,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
40,Kenya Muiri Estate Peaberry,92.0,8.0,8.0,9.0,8.0,9.0,"Balanced, deeply sweet. Black currant, ginger blossom, orange zest, cedar, cocoa nib in aroma and cup. Sweet-toned structure with malic (green apple-like) acidity; delicately satiny mouthfeel. The finish leads with notes of cocoa nib and cedar.","Kiambu County, Kenya","Produced by the Muigai Family from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Certified USDA Organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",Medium-Light,Ashland, Oregon,2.0
41,Kenya Gaturiri AA,93.0,9.0,8.0,9.0,8.0,9.0,"Richly and brightly sweet-savory. Raspberry, lemon verbena, cocoa nib, cedar, pink grapefruit zest in aroma and cup. Complex, bittersweet structure with juicy acidity; lightly satiny mouthfeel. The finish consolidates to notes of cocoa nib and pink grapefruit zest.","Nyeri County, Kenya","Produced by smallholding farmers from trees of the SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Color Coffee, which started as a home-roasting project, was formally founded in 2016 in Eagle, Colorado. Visit www.colorroasters.com for more information.",Light,Eagle, Colorado,2.2
42,Ethiopia Guji Odo Shakiso,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly-fruit-forward. Just-picked blueberry, honeycomb, cashew butter, marjoram, baking chocolate in aroma and cup. Sweet-toned structure with pert acidity; pillowy, creamy-smooth mouthfeel. The finish is centered around notes of honey and cashew.","Guji Zone, Oromia Region, Southern Ethiopia","Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Nomadic Bean is a one-woman show, owned and operated by roaster Margo Askins and based in Jackson Hole, Wyoming. Visit www.nomadicbean.com for more information.",Light,Jackson Hole, Wyoming,1.67
43,Kenya Karinga AA,93.0,9.0,8.0,9.0,8.0,9.0,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.","Kiambu County, Kenya","Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",Medium-Light,Durango, Colorado,1.66
44,Panama Finca Las Nubes Geisha Microlot,94.0,9.0,8.0,9.0,9.0,9.0,"Balanced, delicately sweet-tart. Dark chocolate, magnolia, goji berry, almond brittle, blood orange in aroma and cup. Sweetly tart structure with vibrant acidity; crisp, silky-smooth mouthfeel. The pleasing finish centers around notes of dark chocolate and goji berry.","Boquete growing region, Panama","Produced by Austin Gomez of Finca Las Nubes entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Vermont Artisan Coffee &amp; Tea provides craft-roasted coffees and quality teas to retail establishments, food service markets, and retail customers throughout New England and beyond. For more information, visit www.vtartisan.com.",Medium-Light,Waterbury Center, Vermont,1.88
45,El Salvador El Mirador,93.0,8.0,8.0,9.0,9.0,9.0,"Rich-toned, deeply sweet. Salted caramel, pomegranate, almond butter, narcissus, pink grapefruit zest in aroma and cup. Sweetly savory structure with citrusy acidity; plush, syrupy mouthfeel. Crisp, focused finish centered around notes of salted caramel and almond.","Apaneca-Ilamatepec growing region, El Salvador","Produced by Jancarlo and Sofia Handtke of Mapache Estate entirely of the big-beaned Pacamara variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",Medium-Light,Lexington, Virginia,1.75
46,Ethiopia Kayon Mountain,94.0,9.0,8.0,9.0,9.0,9.0,"Complex, multi-layered. Cocoa nib, Meyer lemon marmalade, magnolia, hazelnut, maple syrup in aroma and cup. Brightly sweet structure with high-toned acidity; very satiny, smooth mouthfeel. Crisp finish that leads with notes of Meyer lemon and cocoa nib.","Odo Shakiso District, Guji Zone, southern Ethiopia","Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. ",Light,Lexington, Virginia,1.75
47,Ka‘u Red Catuai Peaberry,94.0,9.0,8.0,9.0,9.0,9.0,"Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.","Ka‘u growing region, Big Island of Hawai’i","Produced at Miranda Farms entirely of the Red Catuai variety of Arabica, and processed by the traditional washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Hilo, Hawaii,7.5
48,Dancing Tiger,93.0,8.0,8.0,9.0,9.0,9.0,"Richly tart, chocolaty. Pomegranate, dark chocolate, lemon verbena, almond, cedar in aroma and cup. Crisply sweet-tart structure with citrusy acidity; full, syrupy mouthfeel. The sustained finish consolidates to notes of pomegranate, dark chocolate and cedar.",Ethiopia; Costa Rica,"A blend of two natural-processed coffees from Ethiopia and Costa Rica. Desolate Café is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.",Medium-Light,Nantou, Taiwan,2.08
49,Panama Elida Washed Gesha,95.0,9.0,9.0,9.0,9.0,9.0,"Richly fruit- and floral-toned. Lychee, strawberry guava, white ginger, cocoa nib, pink grapefruit zest in aroma and cup. Brightly sweet structure with juicy acidity; viscous, satiny-smooth mouthfeel. The long, resonant, flavor-laden finish carries over all the notes from the cup.","Boquete growing region, western Panama","Produced by the Lamastus family of Elida Estate, entirely of the celebrated Geisha variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.

 ",Light,Jersey City, New Jersey,11.43
50,Cruz Loma,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply sweet, richly fruit-toned. Passion fruit, ginger flower, cocoa nib, Meyer lemon zest, hazelnut in aroma and cup. Brightly sweet with vibrant, juicy acidity; very full, syrupy mouthfeel. The resonant finish centers around notes of cocoa-toned ginger flower.","San José de Minas, Pichincha Province, Ecuador","Produced by Galo Morales, Maria Alexandra Rivera and family at Finca Cruz Loma from trees of the Typica and Sidra varieties of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,3.12
51,Panama Auromar Ironman Geisha Washed Process,94.0,9.0,8.0,9.0,9.0,9.0,"High-toned, balanced, deeply sweet. Pomelo, jasmine, cocoa nib, amber, agave syrup in aroma and cup. Brightly sweet structure with juicy acidity; syrupy-smooth mouthfeel. The crisply cocoa-toned finish is supported by pomelo and jasmine.","Piedra Candela, Chiriqui Province, far western Panama","Produced from trees of the still rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a traditional washed version (fruit skin and flesh are removed from the beans before they are dried). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ",Medium-Light,Henderson, Nevada,12.5
52,Tio Conejo Colombia,94.0,9.0,8.0,9.0,9.0,9.0,"Nuanced, bright, multi-layered, richly aromatic. Tangerine, lilac, sage, Bing cherry, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, satiny-smooth mouthfeel. The resonant finish centers around notes of tangerine and sage.","Vereda Santa Rita, Manizales, Caldas, Colombia","Produced by Angela Suarez of Finca Tío Conejo from trees of the Yellow Caturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,2.25
53,Panama Auromar Camilina Geisha Natural,95.0,9.0,9.0,9.0,9.0,9.0,"Delicately bright, resonantly floral. Narcissus, cardamom, honey, bergamot, marjoram in aroma and cup. Balanced, sweetly tart structure with vibrant acidity; lively, silky mouthfeel. The long, flavor-laden finish leads with notes of bittersweet citrus and narcissus in the short; cardamom and honey resurface in the long.","Piedra Candela, Chiriqui Province, far western Panama","Produced from trees of the celebrated Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ",Medium-Light,Henderson, Nevada,12.5
54,Nano Genji #7,95.0,9.0,9.0,9.0,9.0,9.0,"Richly sweet, floral- and fruit-toned. Apricot, star jasmine, almond nougat, lemon balm, sandalwood in aroma and cup. Sweetly tart structure with delicately bright acidity; plush, syrupy mouthfeel. Long, lingering, flavor-laden finish.","Agaro Gera, Jimma Zone, Oromia State, Ethiopia","Produced by the Nano Genji cooperative in Ethiopia’s Jimma Zone. Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Certified organic. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,Madison, Wisconsin,1.58
55,Vietnam Cau Dat Mercafe Lotus,90.0,8.0,8.0,8.0,8.0,8.0,"Richly sweet, chocolaty. Dark chocolate, hazelnut, date, gardenia, cedar in aroma and cup. Sweet-toned structure with gentle acidity; crisp, satiny mouthfeel. Chocolaty finish with undertones of hazelnut and cedar.","Cau Dat, southwest Vietnam","Produced at Mercafe Lotus Farms of 100% Arabica coffee, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.",Medium-Light,St. Johns, Georgia,2.0
