,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,notes,roast_level,roaster_location,City,State,Country
42,Tanzania Peaberry,92.0,9.0,8.0,8.0,8.0,9.0,"Sweet-toned, pleasingly floral. Baking chocolate, honeysuckle, hazelnut, fresh-cut fir, cane sugar in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Crisp, sweet, wood-framed finish with undertones of baking chocolate and hazelnut.",Tanzania,$21.00/12 ounces,"This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops a single, oval bean rather than the usual pair of flat-sided beans. Perhaps arbitrarily, Tanzania is particularly associated with its peaberry grades. Pink Elephant Coffee, with a cafe in Park City, Utah and a roastery in nearby Heber City, crafts coffees for Western adventurers, and commits a portion of sales proceeds to conservation-minded nonprofits. Visit www.pinkelephantcoffee.com for more information.",Medium-Light,"Park City, Utah",Park City, Utah,
43,Glow Seasonal Reserve Blend,92.0,8.0,8.0,9.0,8.0,9.0,"Sweetly-tart, fruit-toned. Dried raspberry, baking chocolate, clove, lime zest, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Spice-toned finish with undercurrents of berries and crisp chocolate.",Ethiopia,$19.00/12 ounces,"A seasonally rotating blend of two organic-certified Ethiopia coffees, one washed and one natural-processed. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com for more information.",Light,"Hamilton, Montana",Hamilton, Montana,
44,Kenya Muiri Estate Peaberry,92.0,8.0,8.0,9.0,8.0,9.0,"Balanced, deeply sweet. Black currant, ginger blossom, orange zest, cedar, cocoa nib in aroma and cup. Sweet-toned structure with malic (green apple-like) acidity; delicately satiny mouthfeel. The finish leads with notes of cocoa nib and cedar.","Kiambu County, Kenya",$24.00/12 ounces,"Produced by the Muigai Family from trees of the SL28, SL34, K7 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Certified USDA Organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",Medium-Light,"Ashland, Oregon",Ashland, Oregon,
45,Kenya Gaturiri AA,93.0,9.0,8.0,9.0,8.0,9.0,"Richly and brightly sweet-savory. Raspberry, lemon verbena, cocoa nib, cedar, pink grapefruit zest in aroma and cup. Complex, bittersweet structure with juicy acidity; lightly satiny mouthfeel. The finish consolidates to notes of cocoa nib and pink grapefruit zest.","Nyeri County, Kenya",$22.00/10 ounces,"Produced by smallholding farmers from trees of the SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Color Coffee, which started as a home-roasting project, was formally founded in 2016 in Eagle, Colorado. Visit www.colorroasters.com for more information.",Light,"Eagle, Colorado",Eagle, Colorado,
46,Ethiopia Guji Odo Shakiso,93.0,8.0,8.0,9.0,9.0,9.0,"Sweetly-fruit-forward. Just-picked blueberry, honeycomb, cashew butter, marjoram, baking chocolate in aroma and cup. Sweet-toned structure with pert acidity; pillowy, creamy-smooth mouthfeel. The finish is centered around notes of honey and cashew.","Guji Zone, Oromia Region, Southern Ethiopia",$20.00/12 ounces,"Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Nomadic Bean is a one-woman show, owned and operated by roaster Margo Askins and based in Jackson Hole, Wyoming. Visit www.nomadicbean.com for more information.",Light,"Jackson Hole, Wyoming",Jackson Hole, Wyoming,
47,Kenya Karinga AA,93.0,9.0,8.0,9.0,8.0,9.0,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.","Kiambu County, Kenya",$19.95/12 ounces,"Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",Medium-Light,"Durango, Colorado",Durango, Colorado,
48,Panama Finca Las Nubes Geisha Microlot,94.0,9.0,8.0,9.0,9.0,9.0,"Balanced, delicately sweet-tart. Dark chocolate, magnolia, goji berry, almond brittle, blood orange in aroma and cup. Sweetly tart structure with vibrant acidity; crisp, silky-smooth mouthfeel. The pleasing finish centers around notes of dark chocolate and goji berry.","Boquete growing region, Panama",$15.00/8 ounces,"Produced by Austin Gomez of Finca Las Nubes entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Vermont Artisan Coffee &amp; Tea provides craft-roasted coffees and quality teas to retail establishments, food service markets, and retail customers throughout New England and beyond. For more information, visit www.vtartisan.com.",Medium-Light,"Waterbury Center, Vermont",Waterbury Center, Vermont,
49,El Salvador El Mirador,93.0,8.0,8.0,9.0,9.0,9.0,"Rich-toned, deeply sweet. Salted caramel, pomegranate, almond butter, narcissus, pink grapefruit zest in aroma and cup. Sweetly savory structure with citrusy acidity; plush, syrupy mouthfeel. Crisp, focused finish centered around notes of salted caramel and almond.","Apaneca-Ilamatepec growing region, El Salvador",$20.95/12 ounces,"Produced by Jancarlo and Sofia Handtke of Mapache Estate entirely of the big-beaned Pacamara variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",Medium-Light,"Lexington, Virginia",Lexington, Virginia,
50,Ethiopia Kayon Mountain,94.0,9.0,8.0,9.0,9.0,9.0,"Complex, multi-layered. Cocoa nib, Meyer lemon marmalade, magnolia, hazelnut, maple syrup in aroma and cup. Brightly sweet structure with high-toned acidity; very satiny, smooth mouthfeel. Crisp finish that leads with notes of Meyer lemon and cocoa nib.","Odo Shakiso District, Guji Zone, southern Ethiopia",$20.95/12 ounces,"Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. ",Light,"Lexington, Virginia",Lexington, Virginia,
53,Ka‘u Red Catuai Peaberry,94.0,9.0,8.0,9.0,9.0,9.0,"Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.","Ka‘u growing region, Big Island of Hawai’i",$30.00/4 ounces,"Produced at Miranda Farms entirely of the Red Catuai variety of Arabica, and processed by the traditional washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,"Hilo, Hawaii",Hilo, Hawaii,
55,Dancing Tiger,93.0,8.0,8.0,9.0,9.0,9.0,"Richly tart, chocolaty. Pomegranate, dark chocolate, lemon verbena, almond, cedar in aroma and cup. Crisply sweet-tart structure with citrusy acidity; full, syrupy mouthfeel. The sustained finish consolidates to notes of pomegranate, dark chocolate and cedar.",Ethiopia; Costa Rica,NT $500/227 grams,"A blend of two natural-processed coffees from Ethiopia and Costa Rica. Desolate Café is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.",Medium-Light,"Nantou, Taiwan",Nantou, Taiwan,
56,Panama Elida Washed Gesha,95.0,9.0,9.0,9.0,9.0,9.0,"Richly fruit- and floral-toned. Lychee, strawberry guava, white ginger, cocoa nib, pink grapefruit zest in aroma and cup. Brightly sweet structure with juicy acidity; viscous, satiny-smooth mouthfeel. The long, resonant, flavor-laden finish carries over all the notes from the cup.","Boquete growing region, western Panama",$60.00/150 grams,"Produced by the Lamastus family of Elida Estate, entirely of the celebrated Geisha variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.

 ",Light,"Jersey City, New Jersey",Jersey City, New Jersey,
57,Cruz Loma,94.0,9.0,8.0,9.0,9.0,9.0,"Deeply sweet, richly fruit-toned. Passion fruit, ginger flower, cocoa nib, Meyer lemon zest, hazelnut in aroma and cup. Brightly sweet with vibrant, juicy acidity; very full, syrupy mouthfeel. The resonant finish centers around notes of cocoa-toned ginger flower.","San José de Minas, Pichincha Province, Ecuador",$25.00/8 ounces,"Produced by Galo Morales, Maria Alexandra Rivera and family at Finca Cruz Loma from trees of the Typica and Sidra varieties of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,"Madison, Wisconsin",Madison, Wisconsin,
58,Panama Auromar Ironman Geisha Washed Process,94.0,9.0,8.0,9.0,9.0,9.0,"High-toned, balanced, deeply sweet. Pomelo, jasmine, cocoa nib, amber, agave syrup in aroma and cup. Brightly sweet structure with juicy acidity; syrupy-smooth mouthfeel. The crisply cocoa-toned finish is supported by pomelo and jasmine.","Piedra Candela, Chiriqui Province, far western Panama",$50.00/4 ounces,"Produced from trees of the still rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a traditional washed version (fruit skin and flesh are removed from the beans before they are dried). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ",Medium-Light,"Henderson, Nevada",Henderson, Nevada,
59,Tio Conejo Colombia,94.0,9.0,8.0,9.0,9.0,9.0,"Nuanced, bright, multi-layered, richly aromatic. Tangerine, lilac, sage, Bing cherry, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, satiny-smooth mouthfeel. The resonant finish centers around notes of tangerine and sage.","Vereda Santa Rita, Manizales, Caldas, Colombia",$18.00/8 ounces,"Produced by Angela Suarez of Finca Tío Conejo from trees of the Yellow Caturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,"Madison, Wisconsin",Madison, Wisconsin,
60,Panama Auromar Camilina Geisha Natural,95.0,9.0,9.0,9.0,9.0,9.0,"Delicately bright, resonantly floral. Narcissus, cardamom, honey, bergamot, marjoram in aroma and cup. Balanced, sweetly tart structure with vibrant acidity; lively, silky mouthfeel. The long, flavor-laden finish leads with notes of bittersweet citrus and narcissus in the short; cardamom and honey resurface in the long.","Piedra Candela, Chiriqui Province, far western Panama",$50.00/4 ounces,"Produced from trees of the celebrated Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ",Medium-Light,"Henderson, Nevada",Henderson, Nevada,
